WAVENUMBER         COMPLEX_FREQUENCY   RESIDUAL_OUTPUT_D(w, k)              PDF_ARGUMENT
6.633e-05       2.885e+00+3.885e-03j     -1.311e-06-2.634e-07j     -3.018e-01+2.677e-05j
6.647e-05       2.885e+00+3.840e-03j      1.669e-06+3.910e-07j     -3.011e-01+2.641e-05j
6.661e-05       2.885e+00+3.796e-03j     -5.960e-08-9.145e-09j     -3.005e-01+2.605e-05j
6.676e-05       2.886e+00+3.753e-03j     -5.364e-07-1.090e-07j     -2.998e-01+2.569e-05j
6.690e-05       2.886e+00+3.710e-03j      7.153e-07+1.955e-07j     -2.992e-01+2.534e-05j
6.705e-05       2.886e+00+3.667e-03j     -9.537e-07-1.901e-07j     -2.985e-01+2.500e-05j
6.719e-05       2.886e+00+3.626e-03j      4.172e-07+9.895e-08j     -2.979e-01+2.466e-05j
6.733e-05       2.886e+00+3.584e-03j     -1.252e-06-2.909e-07j     -2.973e-01+2.433e-05j
6.748e-05       2.886e+00+3.544e-03j     -2.205e-06-5.071e-07j     -2.966e-01+2.400e-05j
6.762e-05       2.886e+00+3.504e-03j      1.252e-06+2.962e-07j     -2.960e-01+2.368e-05j
6.776e-05       2.887e+00+3.464e-03j     -9.537e-07-2.007e-07j     -2.954e-01+2.336e-05j
6.791e-05       2.887e+00+3.425e-03j     -1.073e-06-2.414e-07j     -2.947e-01+2.305e-05j
6.805e-05       2.887e+00+3.387e-03j     -8.941e-07-1.698e-07j     -2.941e-01+2.274e-05j
6.820e-05       2.887e+00+3.349e-03j      1.311e-06+2.896e-07j     -2.935e-01+2.244e-05j
6.834e-05       2.887e+00+3.311e-03j     -1.192e-07-2.523e-08j     -2.929e-01+2.214e-05j
6.848e-05       2.887e+00+3.274e-03j      1.132e-06+2.429e-07j     -2.923e-01+2.185e-05j
6.863e-05       2.887e+00+3.238e-03j     -2.563e-06-5.208e-07j     -2.916e-01+2.156e-05j
6.877e-05       2.888e+00+3.201e-03j     -8.941e-07-1.906e-07j     -2.910e-01+2.128e-05j
6.892e-05       2.888e+00+3.166e-03j     -2.325e-06-4.989e-07j     -2.904e-01+2.100e-05j
6.906e-05       2.888e+00+3.131e-03j     -1.848e-06-3.617e-07j     -2.898e-01+2.072e-05j
6.920e-05       2.888e+00+3.096e-03j     -1.788e-06-3.405e-07j     -2.892e-01+2.045e-05j
6.935e-05       2.888e+00+3.062e-03j      2.027e-06+4.193e-07j     -2.886e-01+2.018e-05j
6.949e-05       2.888e+00+3.028e-03j     -2.742e-06-5.573e-07j     -2.880e-01+1.992e-05j
6.963e-05       2.888e+00+2.995e-03j      2.563e-06+5.210e-07j     -2.874e-01+1.966e-05j
6.978e-05       2.889e+00+2.962e-03j     -1.431e-06-2.649e-07j     -2.868e-01+1.940e-05j
6.992e-05       2.889e+00+2.930e-03j      2.265e-06+4.604e-07j     -2.862e-01+1.915e-05j
7.007e-05       2.889e+00+2.898e-03j      2.205e-06+4.402e-07j     -2.856e-01+1.890e-05j
7.021e-05       2.889e+00+2.866e-03j     -1.550e-06-2.492e-07j     -2.851e-01+1.866e-05j
7.035e-05       2.889e+00+2.835e-03j      5.960e-08+1.846e-08j     -2.845e-01+1.842e-05j
7.050e-05       2.889e+00+2.804e-03j     -2.563e-06-4.901e-07j     -2.839e-01+1.818e-05j
7.064e-05       2.889e+00+2.774e-03j     -2.384e-07-5.868e-09j     -2.833e-01+1.795e-05j
7.079e-05       2.889e+00+2.744e-03j      6.557e-07+1.191e-07j     -2.827e-01+1.772e-05j
7.093e-05       2.890e+00+2.714e-03j      2.980e-07+5.295e-08j     -2.822e-01+1.749e-05j
7.107e-05       2.890e+00+2.685e-03j     -2.563e-06-4.750e-07j     -2.816e-01+1.727e-05j
7.122e-05       2.890e+00+2.656e-03j     -2.027e-06-3.268e-07j     -2.810e-01+1.705e-05j
7.136e-05       2.890e+00+2.628e-03j     -2.325e-06-4.279e-07j     -2.805e-01+1.683e-05j
7.151e-05       2.890e+00+2.600e-03j      2.146e-06+3.980e-07j     -2.799e-01+1.661e-05j
7.165e-05       2.890e+00+2.572e-03j     -2.682e-06-4.872e-07j     -2.793e-01+1.640e-05j
7.179e-05       2.890e+00+2.544e-03j      2.384e-06+4.332e-07j     -2.788e-01+1.620e-05j
7.194e-05       2.890e+00+2.517e-03j     -2.027e-06-3.496e-07j     -2.782e-01+1.599e-05j
7.208e-05       2.891e+00+2.491e-03j     -1.490e-06-2.492e-07j     -2.776e-01+1.579e-05j
7.222e-05       2.891e+00+2.464e-03j      5.364e-07+5.777e-08j     -2.771e-01+1.559e-05j
7.237e-05       2.891e+00+2.438e-03j      2.503e-06+4.465e-07j     -2.765e-01+1.540e-05j
7.251e-05       2.891e+00+2.413e-03j      2.563e-06+4.648e-07j     -2.760e-01+1.521e-05j
7.266e-05       2.891e+00+2.387e-03j      1.431e-06+2.719e-07j     -2.754e-01+1.502e-05j
7.280e-05       2.891e+00+2.362e-03j     -3.576e-07-4.702e-08j     -2.749e-01+1.483e-05j
7.294e-05       2.891e+00+2.337e-03j     -2.742e-06-4.884e-07j     -2.744e-01+1.464e-05j
7.309e-05       2.891e+00+2.313e-03j     -2.623e-06-4.521e-07j     -2.738e-01+1.446e-05j
7.323e-05       2.891e+00+2.289e-03j     -2.086e-06-3.509e-07j     -2.733e-01+1.428e-05j
7.338e-05       2.892e+00+2.265e-03j     -1.669e-06-2.619e-07j     -2.727e-01+1.411e-05j
7.352e-05       2.892e+00+2.241e-03j      1.073e-06+1.925e-07j     -2.722e-01+1.393e-05j
7.366e-05       2.892e+00+2.218e-03j      1.192e-06+1.837e-07j     -2.717e-01+1.376e-05j
7.381e-05       2.892e+00+2.195e-03j      4.768e-07+9.012e-08j     -2.711e-01+1.359e-05j
7.395e-05       2.892e+00+2.172e-03j     -2.921e-06-4.767e-07j     -2.706e-01+1.343e-05j
7.409e-05       2.892e+00+2.150e-03j     -4.172e-07-6.454e-08j     -2.701e-01+1.326e-05j
7.424e-05       2.892e+00+2.128e-03j     -3.040e-06-4.843e-07j     -2.696e-01+1.310e-05j
7.438e-05       2.892e+00+2.106e-03j     -2.623e-06-4.394e-07j     -2.690e-01+1.294e-05j
7.453e-05       2.892e+00+2.084e-03j      1.192e-07+1.826e-08j     -2.685e-01+1.278e-05j
7.467e-05       2.893e+00+2.063e-03j     -1.192e-07+2.855e-09j     -2.680e-01+1.263e-05j
7.481e-05       2.893e+00+2.042e-03j     -3.338e-06-5.367e-07j     -2.675e-01+1.247e-05j
7.496e-05       2.893e+00+2.021e-03j      3.278e-06+5.319e-07j     -2.670e-01+1.232e-05j
7.510e-05       2.893e+00+2.001e-03j      1.311e-06+2.152e-07j     -2.665e-01+1.217e-05j
7.525e-05       2.893e+00+1.980e-03j      1.013e-06+1.618e-07j     -2.660e-01+1.203e-05j
7.539e-05       2.893e+00+1.960e-03j      3.159e-06+5.083e-07j     -2.654e-01+1.188e-05j
7.553e-05       2.893e+00+1.940e-03j     -7.749e-07-1.284e-07j     -2.649e-01+1.174e-05j
7.568e-05       2.893e+00+1.921e-03j     -1.013e-06-1.361e-07j     -2.644e-01+1.160e-05j
7.582e-05       2.893e+00+1.902e-03j     -3.338e-06-5.098e-07j     -2.639e-01+1.146e-05j
7.597e-05       2.894e+00+1.882e-03j     -4.113e-06-6.500e-07j     -2.634e-01+1.132e-05j
7.611e-05       2.894e+00+1.864e-03j      1.669e-06+2.595e-07j     -2.629e-01+1.119e-05j
7.625e-05       2.894e+00+1.845e-03j      3.695e-06+5.688e-07j     -2.624e-01+1.106e-05j
7.640e-05       2.894e+00+1.826e-03j     -3.576e-06-5.448e-07j     -2.619e-01+1.093e-05j
7.654e-05       2.894e+00+1.808e-03j      2.384e-06+3.657e-07j     -2.614e-01+1.080e-05j
7.668e-05       2.894e+00+1.790e-03j      5.960e-08+1.214e-08j     -2.610e-01+1.067e-05j
7.683e-05       2.894e+00+1.772e-03j     -3.636e-06-5.423e-07j     -2.605e-01+1.054e-05j
7.697e-05       2.894e+00+1.755e-03j      1.431e-06+2.131e-07j     -2.600e-01+1.042e-05j
7.712e-05       2.894e+00+1.738e-03j      2.980e-07+4.126e-08j     -2.595e-01+1.030e-05j
7.726e-05       2.894e+00+1.720e-03j      2.384e-07+3.618e-08j     -2.590e-01+1.018e-05j
7.740e-05       2.894e+00+1.703e-03j      3.457e-06+5.170e-07j     -2.585e-01+1.006e-05j
7.755e-05       2.895e+00+1.687e-03j      2.980e-06+4.398e-07j     -2.580e-01+9.940e-06j
7.769e-05       2.895e+00+1.670e-03j     -1.311e-06-1.664e-07j     -2.576e-01+9.825e-06j
7.784e-05       2.895e+00+1.654e-03j      4.292e-06+6.129e-07j     -2.571e-01+9.710e-06j
7.798e-05       2.895e+00+1.638e-03j      4.172e-06+5.943e-07j     -2.566e-01+9.598e-06j
7.812e-05       2.895e+00+1.622e-03j      3.576e-06+4.858e-07j     -2.561e-01+9.486e-06j
7.827e-05       2.895e+00+1.606e-03j     -3.338e-06-4.798e-07j     -2.557e-01+9.377e-06j
7.841e-05       2.895e+00+1.590e-03j     -4.530e-06-6.257e-07j     -2.552e-01+9.269e-06j
7.855e-05       2.895e+00+1.575e-03j      3.099e-06+4.289e-07j     -2.547e-01+9.162e-06j
7.870e-05       2.895e+00+1.560e-03j     -3.457e-06-4.892e-07j     -2.543e-01+9.057e-06j
7.884e-05       2.895e+00+1.544e-03j     -2.265e-06-3.017e-07j     -2.538e-01+8.953e-06j
7.899e-05       2.896e+00+1.530e-03j     -3.815e-06-5.198e-07j     -2.533e-01+8.850e-06j
7.913e-05       2.896e+00+1.515e-03j     -1.788e-06-2.180e-07j     -2.529e-01+8.749e-06j
7.927e-05       2.896e+00+1.500e-03j     -9.537e-07-1.322e-07j     -2.524e-01+8.649e-06j
7.942e-05       2.896e+00+1.486e-03j      4.888e-06+6.634e-07j     -2.520e-01+8.551e-06j
7.956e-05       2.896e+00+1.472e-03j     -1.907e-06-2.581e-07j     -2.515e-01+8.454e-06j
7.971e-05       2.896e+00+1.458e-03j     -7.153e-07-8.531e-08j     -2.511e-01+8.358e-06j
7.985e-05       2.896e+00+1.444e-03j     -2.027e-06-2.836e-07j     -2.506e-01+8.263e-06j
7.999e-05       2.896e+00+1.430e-03j     -5.126e-06-6.640e-07j     -2.502e-01+8.170e-06j
8.014e-05       2.896e+00+1.416e-03j     -3.934e-06-4.935e-07j     -2.497e-01+8.078e-06j
8.028e-05       2.896e+00+1.403e-03j     -3.099e-06-3.949e-07j     -2.493e-01+7.987e-06j
8.043e-05       2.896e+00+1.390e-03j      1.192e-07-1.473e-08j     -2.488e-01+7.897e-06j
8.057e-05       2.896e+00+1.377e-03j     -4.411e-06-5.716e-07j     -2.484e-01+7.808e-06j
8.071e-05       2.897e+00+1.364e-03j     -2.146e-06-2.737e-07j     -2.479e-01+7.721e-06j
8.086e-05       2.897e+00+1.351e-03j      1.550e-06+1.972e-07j     -2.475e-01+7.635e-06j
8.100e-05       2.897e+00+1.338e-03j     -3.219e-06-3.880e-07j     -2.470e-01+7.550e-06j
8.114e-05       2.897e+00+1.326e-03j     -7.153e-07-7.706e-08j     -2.466e-01+7.466e-06j
8.129e-05       2.897e+00+1.313e-03j      2.623e-06+3.222e-07j     -2.462e-01+7.383e-06j
8.143e-05       2.897e+00+1.301e-03j      0.000e+00-9.032e-09j     -2.457e-01+7.301e-06j
8.158e-05       2.897e+00+1.289e-03j      4.053e-06+5.132e-07j     -2.453e-01+7.220e-06j
8.172e-05       2.897e+00+1.277e-03j     -5.484e-06-6.806e-07j     -2.449e-01+7.140e-06j
8.186e-05       2.897e+00+1.265e-03j     -8.345e-07-8.013e-08j     -2.444e-01+7.061e-06j
8.201e-05       2.897e+00+1.253e-03j      1.788e-06+2.261e-07j     -2.440e-01+6.984e-06j
8.215e-05       2.897e+00+1.242e-03j      5.484e-06+6.752e-07j     -2.436e-01+6.907e-06j
8.230e-05       2.897e+00+1.230e-03j      1.073e-06+1.326e-07j     -2.431e-01+6.831e-06j
8.244e-05       2.897e+00+1.219e-03j     -4.649e-06-5.507e-07j     -2.427e-01+6.756e-06j
8.258e-05       2.898e+00+1.208e-03j     -3.099e-06-3.707e-07j     -2.423e-01+6.683e-06j
8.273e-05       2.898e+00+1.196e-03j      3.815e-06+4.546e-07j     -2.419e-01+6.610e-06j
8.287e-05       2.898e+00+1.185e-03j     -2.980e-06-3.561e-07j     -2.415e-01+6.538e-06j
8.301e-05       2.898e+00+1.175e-03j     -3.099e-06-3.756e-07j     -2.410e-01+6.467e-06j
8.316e-05       2.898e+00+1.164e-03j      5.245e-06+6.183e-07j     -2.406e-01+6.397e-06j
8.330e-05       2.898e+00+1.153e-03j     -4.888e-06-5.682e-07j     -2.402e-01+6.327e-06j
8.345e-05       2.898e+00+1.143e-03j     -7.153e-07-8.430e-08j     -2.398e-01+6.259e-06j
8.359e-05       2.898e+00+1.132e-03j     -4.768e-06-5.350e-07j     -2.394e-01+6.191e-06j
8.373e-05       2.898e+00+1.122e-03j      4.292e-06+4.929e-07j     -2.390e-01+6.125e-06j
8.388e-05       2.898e+00+1.112e-03j     -4.053e-06-4.623e-07j     -2.386e-01+6.059e-06j
8.402e-05       2.898e+00+1.102e-03j     -1.788e-06-1.936e-07j     -2.381e-01+5.994e-06j
8.417e-05       2.898e+00+1.092e-03j     -3.576e-06-3.967e-07j     -2.377e-01+5.930e-06j
8.431e-05       2.898e+00+1.082e-03j      4.768e-07+7.169e-08j     -2.373e-01+5.866e-06j
8.445e-05       2.899e+00+1.072e-03j     -6.437e-06-7.147e-07j     -2.369e-01+5.804e-06j
8.460e-05       2.899e+00+1.063e-03j      4.530e-06+5.111e-07j     -2.365e-01+5.742e-06j
8.474e-05       2.899e+00+1.053e-03j     -9.537e-07-1.030e-07j     -2.361e-01+5.681e-06j
8.489e-05       2.899e+00+1.044e-03j      2.623e-06+2.853e-07j     -2.357e-01+5.620e-06j
8.503e-05       2.899e+00+1.035e-03j     -3.457e-06-3.838e-07j     -2.353e-01+5.561e-06j
8.517e-05       2.899e+00+1.025e-03j     -4.530e-06-4.897e-07j     -2.349e-01+5.502e-06j
8.532e-05       2.899e+00+1.016e-03j      2.027e-06+2.102e-07j     -2.345e-01+5.444e-06j
8.546e-05       2.899e+00+1.007e-03j     -1.431e-06-1.463e-07j     -2.341e-01+5.387e-06j
8.560e-05       2.899e+00+9.984e-04j      1.907e-06+2.032e-07j     -2.337e-01+5.330e-06j
8.575e-05       2.899e+00+9.895e-04j      4.888e-06+5.256e-07j     -2.333e-01+5.274e-06j
8.589e-05       2.899e+00+9.808e-04j     -5.960e-06-6.500e-07j     -2.330e-01+5.219e-06j
8.604e-05       2.899e+00+9.722e-04j     -5.364e-06-5.696e-07j     -2.326e-01+5.164e-06j
8.618e-05       2.899e+00+9.636e-04j     -6.318e-06-6.667e-07j     -2.322e-01+5.110e-06j
8.632e-05       2.899e+00+9.552e-04j      1.073e-06+1.104e-07j     -2.318e-01+5.057e-06j
8.647e-05       2.899e+00+9.468e-04j      2.623e-06+2.762e-07j     -2.314e-01+5.004e-06j
8.661e-05       2.900e+00+9.385e-04j     -4.768e-06-4.996e-07j     -2.310e-01+4.952e-06j
8.676e-05       2.900e+00+9.303e-04j      9.537e-07+1.163e-07j     -2.306e-01+4.901e-06j
8.690e-05       2.900e+00+9.222e-04j     -1.788e-06-1.769e-07j     -2.303e-01+4.850e-06j
8.704e-05       2.900e+00+9.142e-04j     -7.153e-06-7.185e-07j     -2.299e-01+4.800e-06j
8.719e-05       2.900e+00+9.062e-04j     -3.695e-06-3.782e-07j     -2.295e-01+4.750e-06j
8.733e-05       2.900e+00+8.984e-04j      2.742e-06+2.906e-07j     -2.291e-01+4.701e-06j
8.748e-05       2.900e+00+8.906e-04j     -5.960e-06-5.992e-07j     -2.287e-01+4.653e-06j
8.762e-05       2.900e+00+8.829e-04j      5.722e-06+5.602e-07j     -2.284e-01+4.605e-06j
8.776e-05       2.900e+00+8.753e-04j      3.695e-06+3.583e-07j     -2.280e-01+4.558e-06j
8.791e-05       2.900e+00+8.678e-04j     -7.033e-06-6.926e-07j     -2.276e-01+4.511e-06j
8.805e-05       2.900e+00+8.603e-04j     -5.841e-06-5.789e-07j     -2.272e-01+4.465e-06j
8.819e-05       2.900e+00+8.529e-04j      6.199e-06+5.935e-07j     -2.269e-01+4.420e-06j
8.834e-05       2.900e+00+8.456e-04j      3.695e-06+3.680e-07j     -2.265e-01+4.375e-06j
8.848e-05       2.900e+00+8.384e-04j      3.338e-06+3.300e-07j     -2.261e-01+4.330e-06j
8.863e-05       2.900e+00+8.312e-04j      2.503e-06+2.546e-07j     -2.258e-01+4.286e-06j
8.877e-05       2.900e+00+8.242e-04j      5.960e-07+3.246e-08j     -2.254e-01+4.243e-06j
8.891e-05       2.901e+00+8.171e-04j     -7.391e-06-7.662e-07j     -2.250e-01+4.200e-06j
8.906e-05       2.901e+00+8.102e-04j      7.749e-06+7.481e-07j     -2.247e-01+4.158e-06j
8.920e-05       2.901e+00+8.033e-04j      5.722e-06+5.510e-07j     -2.243e-01+4.116e-06j
8.935e-05       2.901e+00+7.965e-04j     -9.537e-07-8.084e-08j     -2.239e-01+4.074e-06j
8.949e-05       2.901e+00+7.898e-04j      2.384e-07+1.753e-08j     -2.236e-01+4.034e-06j
8.963e-05       2.901e+00+7.832e-04j     -7.510e-06-7.083e-07j     -2.232e-01+3.993e-06j
8.978e-05       2.901e+00+7.766e-04j      5.841e-06+5.458e-07j     -2.229e-01+3.953e-06j
8.992e-05       2.901e+00+7.700e-04j      2.265e-06+2.141e-07j     -2.225e-01+3.914e-06j
9.006e-05       2.901e+00+7.636e-04j     -2.146e-06-2.069e-07j     -2.222e-01+3.875e-06j
9.021e-05       2.901e+00+7.572e-04j     -5.126e-06-4.718e-07j     -2.218e-01+3.836e-06j
9.035e-05       2.901e+00+7.509e-04j     -8.464e-06-7.864e-07j     -2.214e-01+3.798e-06j
9.050e-05       2.901e+00+7.446e-04j     -6.795e-06-6.184e-07j     -2.211e-01+3.760e-06j
9.064e-05       2.901e+00+7.384e-04j     -1.907e-06-1.584e-07j     -2.207e-01+3.723e-06j
9.078e-05       2.901e+00+7.322e-04j     -5.364e-06-4.836e-07j     -2.204e-01+3.686e-06j
9.093e-05       2.901e+00+7.262e-04j     -8.583e-06-7.711e-07j     -2.200e-01+3.650e-06j
9.107e-05       2.901e+00+7.201e-04j      8.345e-07+5.910e-08j     -2.197e-01+3.614e-06j
9.122e-05       2.901e+00+7.142e-04j      1.311e-06+1.104e-07j     -2.193e-01+3.578e-06j
9.136e-05       2.902e+00+7.083e-04j     -2.861e-06-2.299e-07j     -2.190e-01+3.543e-06j
9.150e-05       2.902e+00+7.024e-04j     -2.384e-07-1.600e-08j     -2.187e-01+3.508e-06j
9.165e-05       2.902e+00+6.967e-04j     -3.457e-06-3.022e-07j     -2.183e-01+3.474e-06j
9.179e-05       2.902e+00+6.909e-04j      6.557e-06+5.803e-07j     -2.180e-01+3.440e-06j
9.194e-05       2.902e+00+6.853e-04j     -8.583e-06-7.289e-07j     -2.176e-01+3.406e-06j
9.208e-05       2.902e+00+6.796e-04j      2.146e-06+1.923e-07j     -2.173e-01+3.373e-06j
9.222e-05       2.902e+00+6.741e-04j      9.656e-06+8.366e-07j     -2.170e-01+3.340e-06j
9.237e-05       2.902e+00+6.686e-04j      8.702e-06+7.423e-07j     -2.166e-01+3.308e-06j
9.251e-05       2.902e+00+6.631e-04j     -3.338e-06-2.880e-07j     -2.163e-01+3.276e-06j
9.265e-05       2.902e+00+6.577e-04j     -7.749e-06-6.523e-07j     -2.159e-01+3.244e-06j
9.280e-05       2.902e+00+6.524e-04j      4.172e-06+3.761e-07j     -2.156e-01+3.213e-06j
9.294e-05       2.902e+00+6.471e-04j      1.907e-06+1.786e-07j     -2.153e-01+3.182e-06j
9.309e-05       2.902e+00+6.419e-04j      8.821e-06+7.522e-07j     -2.149e-01+3.151e-06j
9.323e-05       2.902e+00+6.367e-04j      4.172e-06+3.501e-07j     -2.146e-01+3.121e-06j
9.337e-05       2.902e+00+6.315e-04j      8.345e-07+6.427e-08j     -2.143e-01+3.091e-06j
9.352e-05       2.902e+00+6.264e-04j     -9.775e-06-8.090e-07j     -2.139e-01+3.061e-06j
9.366e-05       2.902e+00+6.214e-04j      8.702e-06+7.110e-07j     -2.136e-01+3.032e-06j
9.381e-05       2.902e+00+6.164e-04j     -2.265e-06-1.696e-07j     -2.133e-01+3.003e-06j
9.395e-05       2.902e+00+6.115e-04j     -1.550e-06-1.348e-07j     -2.130e-01+2.974e-06j
9.409e-05       2.903e+00+6.066e-04j     -1.061e-05-8.454e-07j     -2.126e-01+2.946e-06j
9.424e-05       2.903e+00+6.017e-04j      7.153e-07+7.587e-08j     -2.123e-01+2.918e-06j
9.438e-05       2.903e+00+5.969e-04j      8.464e-06+6.740e-07j     -2.120e-01+2.890e-06j
9.452e-05       2.903e+00+5.922e-04j      2.146e-06+1.636e-07j     -2.117e-01+2.863e-06j
9.467e-05       2.903e+00+5.875e-04j      5.841e-06+4.603e-07j     -2.113e-01+2.836e-06j
9.481e-05       2.903e+00+5.828e-04j      1.061e-05+8.235e-07j     -2.110e-01+2.809e-06j
9.496e-05       2.903e+00+5.782e-04j      8.583e-06+6.617e-07j     -2.107e-01+2.783e-06j
9.510e-05       2.903e+00+5.736e-04j      3.576e-06+2.813e-07j     -2.104e-01+2.756e-06j
9.524e-05       2.903e+00+5.691e-04j     -6.676e-06-5.105e-07j     -2.101e-01+2.731e-06j
9.539e-05       2.903e+00+5.646e-04j     -9.060e-06-6.958e-07j     -2.097e-01+2.705e-06j
9.553e-05       2.903e+00+5.601e-04j     -6.199e-06-4.859e-07j     -2.094e-01+2.680e-06j
9.568e-05       2.903e+00+5.557e-04j     -7.391e-06-5.542e-07j     -2.091e-01+2.655e-06j
9.582e-05       2.903e+00+5.514e-04j     -8.464e-06-6.388e-07j     -2.088e-01+2.630e-06j
9.596e-05       2.903e+00+5.470e-04j      2.503e-06+1.778e-07j     -2.085e-01+2.605e-06j
9.611e-05       2.903e+00+5.428e-04j      1.073e-06+8.625e-08j     -2.082e-01+2.581e-06j
9.625e-05       2.903e+00+5.385e-04j     -4.888e-06-3.685e-07j     -2.079e-01+2.557e-06j
9.640e-05       2.903e+00+5.343e-04j      6.795e-06+5.024e-07j     -2.076e-01+2.533e-06j
9.654e-05       2.903e+00+5.301e-04j      9.537e-07+8.113e-08j     -2.072e-01+2.510e-06j
9.668e-05       2.903e+00+5.260e-04j     -1.180e-05-8.747e-07j     -2.069e-01+2.487e-06j
9.683e-05       2.903e+00+5.219e-04j     -2.027e-06-1.548e-07j     -2.066e-01+2.464e-06j
9.697e-05       2.903e+00+5.179e-04j     -9.298e-06-6.860e-07j     -2.063e-01+2.441e-06j
9.711e-05       2.904e+00+5.139e-04j     -6.080e-06-4.402e-07j     -2.060e-01+2.418e-06j
9.726e-05       2.904e+00+5.099e-04j      1.192e-05+8.668e-07j     -2.057e-01+2.396e-06j
9.740e-05       2.904e+00+5.060e-04j      1.073e-05+7.928e-07j     -2.054e-01+2.374e-06j
9.755e-05       2.904e+00+5.021e-04j     -1.132e-05-8.247e-07j     -2.051e-01+2.352e-06j
9.769e-05       2.904e+00+4.982e-04j      8.702e-06+6.275e-07j     -2.048e-01+2.331e-06j
9.783e-05       2.904e+00+4.944e-04j      8.821e-06+6.286e-07j     -2.045e-01+2.309e-06j
9.798e-05       2.904e+00+4.906e-04j     -2.503e-06-1.719e-07j     -2.042e-01+2.288e-06j
9.812e-05       2.904e+00+4.868e-04j      3.934e-06+2.765e-07j     -2.039e-01+2.268e-06j
9.827e-05       2.904e+00+4.831e-04j      9.894e-06+6.939e-07j     -2.036e-01+2.247e-06j
9.841e-05       2.904e+00+4.794e-04j      1.180e-05+8.248e-07j     -2.033e-01+2.227e-06j
9.855e-05       2.904e+00+4.758e-04j      1.216e-05+8.571e-07j     -2.030e-01+2.206e-06j
9.870e-05       2.904e+00+4.722e-04j     -1.156e-05-8.169e-07j     -2.027e-01+2.186e-06j
9.884e-05       2.904e+00+4.686e-04j     -1.311e-06-9.405e-08j     -2.024e-01+2.167e-06j
9.898e-05       2.904e+00+4.650e-04j     -2.384e-07-2.732e-08j     -2.021e-01+2.147e-06j
9.913e-05       2.904e+00+4.615e-04j      9.775e-06+6.776e-07j     -2.018e-01+2.128e-06j
9.927e-05       2.904e+00+4.580e-04j      8.583e-06+5.772e-07j     -2.015e-01+2.109e-06j
9.942e-05       2.904e+00+4.546e-04j      1.073e-06+8.652e-08j     -2.012e-01+2.090e-06j
9.956e-05       2.904e+00+4.511e-04j      1.192e-07-6.493e-09j     -2.010e-01+2.071e-06j
9.970e-05       2.904e+00+4.477e-04j      8.702e-06+5.756e-07j     -2.007e-01+2.052e-06j
9.985e-05       2.904e+00+4.444e-04j      2.265e-06+1.695e-07j     -2.004e-01+2.034e-06j
9.999e-05       2.904e+00+4.410e-04j     -6.676e-06-4.371e-07j     -2.001e-01+2.016e-06j
1.001e-04       2.904e+00+4.377e-04j      1.228e-05+8.180e-07j     -1.998e-01+1.998e-06j
1.003e-04       2.904e+00+4.345e-04j      8.345e-07+6.228e-08j     -1.995e-01+1.980e-06j
1.004e-04       2.904e+00+4.312e-04j      1.132e-05+7.435e-07j     -1.992e-01+1.962e-06j
1.006e-04       2.905e+00+4.280e-04j      1.109e-05+7.329e-07j     -1.989e-01+1.945e-06j
1.007e-04       2.905e+00+4.248e-04j     -8.464e-06-5.564e-07j     -1.987e-01+1.928e-06j
1.009e-04       2.905e+00+4.217e-04j     -1.061e-05-6.858e-07j     -1.984e-01+1.911e-06j
1.010e-04       2.905e+00+4.185e-04j     -1.192e-05-7.674e-07j     -1.981e-01+1.894e-06j
1.011e-04       2.905e+00+4.154e-04j     -1.276e-05-8.102e-07j     -1.978e-01+1.877e-06j
1.013e-04       2.905e+00+4.124e-04j      5.603e-06+3.575e-07j     -1.975e-01+1.861e-06j
1.014e-04       2.905e+00+4.093e-04j     -6.318e-06-4.063e-07j     -1.972e-01+1.844e-06j
1.016e-04       2.905e+00+4.063e-04j     -5.960e-07-2.991e-08j     -1.970e-01+1.828e-06j
